"Business Name","Owner Name","Email","Phone","City","County","State","Type","Website","Has Email","Outreach Channel","Subject","Body","Notes"
"DBM Commercial Cleaning","Unknown","sr@dbmclean.com","(951) 501-4431","Riverside","Riverside","CA","Commercial","https://dbmcleaning.com/riverside-ca/","Yes","Email","Quick question for DBM Commercial Cleaning","Hi there,

I know your inbox is full, so I'll keep this short.

I'm Chris Kendig with Clean Scheduler. We're building scheduling software specifically for residential and commercial cleaning companies — crew schedules, quotes, payments, the day-to-day stuff that usually lives in texts, spreadsheets, and sticky notes. I'm reaching out to owner-operated shops in Riverside and Riverside County because I want real feedback from people who actually run the routes, not a focus group.

Commercial/janitorial shops in Riverside juggle crew routes and client SLAs differently than residential — I'd value your blunt take on whether our tool helps or gets in the way.

Would you be open to trying Clean Scheduler for a short stretch and telling me what works and what doesn't? No pitch deck, no hard sell — just your honest take. If after that you decide to stick with it, I'll lock in 10% off your subscription for life on any plan. That offer is my way of saying thank you for the time and the feedback.

If now's a bad time, a one-line ""not interested"" is totally fine. If you're curious, reply to this email or call/text me at (630) 335-7492 and I'll get you set up.","Email and phone on contact page; family-owned since 1987 per site copy"
"Golden Star Janitorial","Unknown","goldenstarjanitorial.ap@gmail.com","(909) 233-5135","Ontario","San Bernardino","CA","Commercial","https://goldenstarsjanitorial.com/","Yes","Email","Running a cleaning company in Ontario — 2-minute ask","Hi there,

I know your inbox is full, so I'll keep this short.

I'm Chris Kendig with Clean Scheduler. We're building scheduling software specifically for residential and commercial cleaning companies — crew schedules, quotes, payments, the day-to-day stuff that usually lives in texts, spreadsheets, and sticky notes. I'm reaching out to owner-operated shops in Ontario and San Bernardino County because I want real feedback from people who actually run the routes, not a focus group.

Commercial/janitorial shops in Ontario juggle crew routes and client SLAs differently than residential — I'd value your blunt take on whether our tool helps or gets in the way.

Would you be open to trying Clean Scheduler for a short stretch and telling me what works and what doesn't? No pitch deck, no hard sell — just your honest take. If after that you decide to stick with it, I'll lock in 10% off your subscription for life on any plan. That offer is my way of saying thank you for the time and the feedback.

If now's a bad time, a one-line ""not interested"" is totally fine. If you're curious, reply to this email or call/text me at (630) 335-7492 and I'll get you set up.","Email and phone on contact page"
"iCleaning Services California","Danielle","contracts@icleaningsvc.com","(951) 463-5386","Ontario","San Bernardino","CA","Commercial","https://icleaningsvc.com/","Yes","Email","Quick question for iCleaning Services California","Hi Danielle,

I know your inbox is full, so I'll keep this short.

I'm Chris Kendig with Clean Scheduler. We're building scheduling software specifically for residential and commercial cleaning companies — crew schedules, quotes, payments, the day-to-day stuff that usually lives in texts, spreadsheets, and sticky notes. I'm reaching out to owner-operated shops in Ontario and San Bernardino County because I want real feedback from people who actually run the routes, not a focus group.

Commercial/janitorial shops in Ontario juggle crew routes and client SLAs differently than residential — I'd value your blunt take on whether our tool helps or gets in the way.

Would you be open to trying Clean Scheduler for a short stretch and telling me what works and what doesn't? No pitch deck, no hard sell — just your honest take. If after that you decide to stick with it, I'll lock in 10% off your subscription for life on any plan. That offer is my way of saying thank you for the time and the feedback.

If now's a bad time, a one-line ""not interested"" is totally fine. If you're curious, reply to this email or call/text me at (630) 335-7492 and I'll get you set up.","Email and phone on contact page footer; family-owned women-owned business per About copy; Danielle named in owner review responses"
"Irene’s European House Cleaning","Kathy","","(951) 898-7575","Corona","Riverside","CA","Residential","https://ireneseuropeanhousecleaning.com/","No","Phone","","","Listed ireneseuropeanhousecleaning.com blocked; phone from live housecleaningservice4u.com contact page; Kathy named as owner in homepage testimonials; contact form only, no public email"
"Jamie’s Cleaning Service","Jamie","","(909) 591-1166","Chino","San Bernardino","CA","Both","https://www.jamiescleaningservice.net/","No","Phone","","","Phone on homepage and footer; family-run since 1990 per About copy; contact form only, no public email"
"JCS Maintenance Inc.","Todd","jcsmaintchino@gmail.com","(909) 292-3602","Chino","San Bernardino","CA","Both","https://www.janitorialsbcounty.com/","Yes","Email","Quick question for JCS Maintenance Inc.","Hi Todd,

I know your inbox is full, so I'll keep this short.

I'm Chris Kendig with Clean Scheduler. We're building scheduling software specifically for residential and commercial cleaning companies — crew schedules, quotes, payments, the day-to-day stuff that usually lives in texts, spreadsheets, and sticky notes. I'm reaching out to owner-operated shops in Chino and San Bernardino County because I want real feedback from people who actually run the routes, not a focus group.

Owner-operated cleaning companies in Chino are exactly who we're trying to learn from — the day-to-day scheduling reality, not a focus group.

Would you be open to trying Clean Scheduler for a short stretch and telling me what works and what doesn't? No pitch deck, no hard sell — just your honest take. If after that you decide to stick with it, I'll lock in 10% off your subscription for life on any plan. That offer is my way of saying thank you for the time and the feedback.

If now's a bad time, a one-line ""not interested"" is totally fine. If you're curious, reply to this email or call/text me at (630) 335-7492 and I'll get you set up.","Email and phone in homepage footer and FAQ; Todd named as co-owner in customer review; family owned and operated since 1990"
"Juana’s House Cleaning Services","Juana","juanachiguil97@gmail.com","(951) 441-2261","Riverside","Riverside","CA","Both","https://juanashousecleanservices.com/","Yes","Email","Running a cleaning company in Riverside — 2-minute ask","Hi Juana,

I know your inbox is full, so I'll keep this short.

I'm Chris Kendig with Clean Scheduler. We're building scheduling software specifically for residential and commercial cleaning companies — crew schedules, quotes, payments, the day-to-day stuff that usually lives in texts, spreadsheets, and sticky notes. I'm reaching out to owner-operated shops in Riverside and Riverside County because I want real feedback from people who actually run the routes, not a focus group.

Owner-operated cleaning companies in Riverside are exactly who we're trying to learn from — the day-to-day scheduling reality, not a focus group.

Would you be open to trying Clean Scheduler for a short stretch and telling me what works and what doesn't? No pitch deck, no hard sell — just your honest take. If after that you decide to stick with it, I'll lock in 10% off your subscription for life on any plan. That offer is my way of saying thank you for the time and the feedback.

If now's a bad time, a one-line ""not interested"" is totally fine. If you're curious, reply to this email or call/text me at (630) 335-7492 and I'll get you set up.","Email and phone in contact page footer; women-owned family business per About copy"
"MaidPro Corona","Vaughn","orange.ca@maidpro.com","(951) 898-0051","Corona","Riverside","CA","Residential","https://www.maidpro.com/corona","Yes","Email","Quick question for MaidPro Corona","Hi Vaughn,

I know your inbox is full, so I'll keep this short.

I'm Chris Kendig with Clean Scheduler. We're building scheduling software specifically for residential and commercial cleaning companies — crew schedules, quotes, payments, the day-to-day stuff that usually lives in texts, spreadsheets, and sticky notes. I'm reaching out to owner-operated shops in Corona and Riverside County because I want real feedback from people who actually run the routes, not a focus group.

Residential cleaning in Corona usually means texts, calendars, and last-minute schedule changes — I'd love your honest read on whether Clean Scheduler would help or get in the way.

Would you be open to trying Clean Scheduler for a short stretch and telling me what works and what doesn't? No pitch deck, no hard sell — just your honest take. If after that you decide to stick with it, I'll lock in 10% off your subscription for life on any plan. That offer is my way of saying thank you for the time and the feedback.

If now's a bad time, a one-line ""not interested"" is totally fine. If you're curious, reply to this email or call/text me at (630) 335-7492 and I'll get you set up.","Local franchisee Vaughn Nguyen named on MaidPro Corona location page; email and phone in Connect with us section"
"Maldonado’s Janitorial Services","Oscar","","(951) 287-1187","Riverside","Riverside","CA","Commercial","https://maldonadosjanitorialservices.com/","No","Phone","","","Phone on Contact section; Oscar named in customer testimonials; contact form only, no public email"
"MCCV Janitorial Services LLC","Unknown","info@mccvjanitorial.com","(909) 708-1043","San Bernardino","San Bernardino","CA","Both","https://mccvjanitorial.com/","Yes","Email","Quick question for MCCV Janitorial Services LLC","Hi there,

I know your inbox is full, so I'll keep this short.

I'm Chris Kendig with Clean Scheduler. We're building scheduling software specifically for residential and commercial cleaning companies — crew schedules, quotes, payments, the day-to-day stuff that usually lives in texts, spreadsheets, and sticky notes. I'm reaching out to owner-operated shops in San Bernardino and San Bernardino County because I want real feedback from people who actually run the routes, not a focus group.

Owner-operated cleaning companies in San Bernardino are exactly who we're trying to learn from — the day-to-day scheduling reality, not a focus group.

Would you be open to trying Clean Scheduler for a short stretch and telling me what works and what doesn't? No pitch deck, no hard sell — just your honest take. If after that you decide to stick with it, I'll lock in 10% off your subscription for life on any plan. That offer is my way of saying thank you for the time and the feedback.

If now's a bad time, a one-line ""not interested"" is totally fine. If you're curious, reply to this email or call/text me at (630) 335-7492 and I'll get you set up.","Email and phone on homepage contact section; family business per site copy"
"Mentha Clean","Unknown","info@menthaclean.com","(909) 757-8085","Chino Hills","San Bernardino","CA","Both","https://menthaclean.com/chino-hills-ca/","Yes","Email","Not a sales pitch — feedback ask for Mentha Clean","Hi there,

I know your inbox is full, so I'll keep this short.

I'm Chris Kendig with Clean Scheduler. We're building scheduling software specifically for residential and commercial cleaning companies — crew schedules, quotes, payments, the day-to-day stuff that usually lives in texts, spreadsheets, and sticky notes. I'm reaching out to owner-operated shops in Chino Hills and San Bernardino County because I want real feedback from people who actually run the routes, not a focus group.

Owner-operated cleaning companies in Chino Hills are exactly who we're trying to learn from — the day-to-day scheduling reality, not a focus group.

Would you be open to trying Clean Scheduler for a short stretch and telling me what works and what doesn't? No pitch deck, no hard sell — just your honest take. If after that you decide to stick with it, I'll lock in 10% off your subscription for life on any plan. That offer is my way of saying thank you for the time and the feedback.

If now's a bad time, a one-line ""not interested"" is totally fine. If you're curious, reply to this email or call/text me at (630) 335-7492 and I'll get you set up.","Email and phone on contact page footer"
"Merry Maids of Rancho Cucamonga","Unknown","","(909) 406-6249","Rancho Cucamonga","San Bernardino","CA","Residential","https://merrymaids.com/home-cleaners-fontana-ca","No","Phone","","","Merry Maids of Rancho Cucamonga phone in site footer; free quote form, no public email"
"Modern Housekeeping","Unknown","modern.housekeeper17@gmail.com","(714) 206-1816","Moreno Valley","Riverside","CA","Residential","https://www.modernhousekeeping.net/","Yes","Email","Not a sales pitch — feedback ask for Modern Housekeeping","Hi there,

I know your inbox is full, so I'll keep this short.

I'm Chris Kendig with Clean Scheduler. We're building scheduling software specifically for residential and commercial cleaning companies — crew schedules, quotes, payments, the day-to-day stuff that usually lives in texts, spreadsheets, and sticky notes. I'm reaching out to owner-operated shops in Moreno Valley and Riverside County because I want real feedback from people who actually run the routes, not a focus group.

Residential cleaning in Moreno Valley usually means texts, calendars, and last-minute schedule changes — I'd love your honest read on whether Clean Scheduler would help or get in the way.

Would you be open to trying Clean Scheduler for a short stretch and telling me what works and what doesn't? No pitch deck, no hard sell — just your honest take. If after that you decide to stick with it, I'll lock in 10% off your subscription for life on any plan. That offer is my way of saying thank you for the time and the feedback.

If now's a bad time, a one-line ""not interested"" is totally fine. If you're curious, reply to this email or call/text me at (630) 335-7492 and I'll get you set up.","Email and phone in homepage footer"
"Moms & Mops","Unknown","","(909) 414-1622","Ontario","San Bernardino","CA","Both","https://www.momsandmops.com/","No","Phone","","","Phone on homepage and FAQ; booking form only, no public email"
"OctoClean Inland Empire","Martin","info@octoclean.com","(951) 683-5859","Riverside","Riverside","CA","Commercial","https://octoclean.com/","Yes","Email","Not a sales pitch — feedback ask for OctoClean Inland Empire","Hi Martin,

I know your inbox is full, so I'll keep this short.

I'm Chris Kendig with Clean Scheduler. We're building scheduling software specifically for residential and commercial cleaning companies — crew schedules, quotes, payments, the day-to-day stuff that usually lives in texts, spreadsheets, and sticky notes. I'm reaching out to owner-operated shops in Riverside and Riverside County because I want real feedback from people who actually run the routes, not a focus group.

Commercial/janitorial shops in Riverside juggle crew routes and client SLAs differently than residential — I'd value your blunt take on whether our tool helps or gets in the way.

Would you be open to trying Clean Scheduler for a short stretch and telling me what works and what doesn't? No pitch deck, no hard sell — just your honest take. If after that you decide to stick with it, I'll lock in 10% off your subscription for life on any plan. That offer is my way of saying thank you for the time and the feedback.

If now's a bad time, a one-line ""not interested"" is totally fine. If you're curious, reply to this email or call/text me at (630) 335-7492 and I'll get you set up.","Email and Inland Empire phone in site header; franchise owner Martin referenced in customer testimonials"
"Ofelia’s Housekeeping","Ofelia","","(909) 427-1200","San Bernardino","San Bernardino","CA","Both","https://ofeliashousekeeping.com/","No","Phone","","","Phone on homepage; family-owned business since 2002 per About copy; contact form only, no public email"
"OlaClean LLC","Unknown","","(951) 222-9895","Redlands","San Bernardino","CA","Residential","https://olacleanllc.com/","No","Phone","","","Phone on homepage and contact page; contact form only, no public email"
"RH Cleaning Service","Ray","info@rhcleaningservice.com","(909) 520-2397","Ontario","San Bernardino","CA","Both","https://www.rhcleaningservice.com/","Yes","Email","Quick question for RH Cleaning Service","Hi Ray,

I know your inbox is full, so I'll keep this short.

I'm Chris Kendig with Clean Scheduler. We're building scheduling software specifically for residential and commercial cleaning companies — crew schedules, quotes, payments, the day-to-day stuff that usually lives in texts, spreadsheets, and sticky notes. I'm reaching out to owner-operated shops in Ontario and San Bernardino County because I want real feedback from people who actually run the routes, not a focus group.

Owner-operated cleaning companies in Ontario are exactly who we're trying to learn from — the day-to-day scheduling reality, not a focus group.

Would you be open to trying Clean Scheduler for a short stretch and telling me what works and what doesn't? No pitch deck, no hard sell — just your honest take. If after that you decide to stick with it, I'll lock in 10% off your subscription for life on any plan. That offer is my way of saying thank you for the time and the feedback.

If now's a bad time, a one-line ""not interested"" is totally fine. If you're curious, reply to this email or call/text me at (630) 335-7492 and I'll get you set up.","Footer and contact page list email and phone; About testimonials name Ray as owner"
"Serenity Shine Co","Unknown","","","Riverside","Riverside","CA","Both","https://serenityshineco.com/","No","Website form","","","About page family-owned; contact page quote form only; phone redacted on site"
"Sylvia’s Home & Office Cleaning","Sylvia","sylviatorrescleaning@gmail.com","(951) 288-5474","Moreno Valley","Riverside","CA","Both","https://sylviashomecleaning.com/","Yes","Email","Running a cleaning company in Moreno Valley — 2-minute ask","Hi Sylvia,

I know your inbox is full, so I'll keep this short.

I'm Chris Kendig with Clean Scheduler. We're building scheduling software specifically for residential and commercial cleaning companies — crew schedules, quotes, payments, the day-to-day stuff that usually lives in texts, spreadsheets, and sticky notes. I'm reaching out to owner-operated shops in Moreno Valley and Riverside County because I want real feedback from people who actually run the routes, not a focus group.

Owner-operated cleaning companies in Moreno Valley are exactly who we're trying to learn from — the day-to-day scheduling reality, not a focus group.

Would you be open to trying Clean Scheduler for a short stretch and telling me what works and what doesn't? No pitch deck, no hard sell — just your honest take. If after that you decide to stick with it, I'll lock in 10% off your subscription for life on any plan. That offer is my way of saying thank you for the time and the feedback.

If now's a bad time, a one-line ""not interested"" is totally fine. If you're curious, reply to this email or call/text me at (630) 335-7492 and I'll get you set up.","Footer and CTA list email and phone for Sylvia's Home & Office Cleaning"
"Teresita’s Cleaning Services","Teresita","","(951) 490-8764","Riverside","Riverside","CA","Both","https://www.teresitascleaningservices.com/","No","Phone","","","Contact page lists text/call number; solo cleaner owner; no public email; site blocked during fetch"
