"Business Name","Owner Name","Email","Phone","City","County","State","Type","Website","Has Email","Outreach Channel","Subject","Body","Notes"
"Dallas Janitorial Services","Unknown","","(214) 778-3689","Dallas","Dallas","TX","Commercial","https://dallasjanitorialservices.com/","No","Phone","","","Locally owned DFW commercial cleaning company. | Phone on homepage; quote form, no public email"
"Dallas Maids","Unknown","service@dallasmaids.com","(469) 487-6669","Dallas","Dallas","TX","Residential","https://dallasmaids.com/","Yes","Email","Not a sales pitch — feedback ask for Dallas Maids","Hi there,

I know your inbox is full, so I'll keep this short.

I'm Chris Kendig with Clean Scheduler. We're building scheduling software specifically for residential and commercial cleaning companies — crew schedules, quotes, payments, the day-to-day stuff that usually lives in texts, spreadsheets, and sticky notes. I'm reaching out to owner-operated shops in Dallas and Dallas County because I want real feedback from people who actually run the routes, not a focus group.

I noticed founder-led family-owned Dallas maid service founded in 2004 — that kind of local operation is exactly who we're trying to learn from.

Would you be open to trying Clean Scheduler for a short stretch and telling me what works and what doesn't? No pitch deck, no hard sell — just your honest take. If after that you decide to stick with it, I'll lock in 10% off your subscription for life on any plan. That offer is my way of saying thank you for the time and the feedback.

If now's a bad time, a one-line ""not interested"" is totally fine. If you're curious, reply to this email or call/text me at (630) 335-7492 and I'll get you set up.","Founder-led family-owned Dallas maid service founded in 2004. | Email and phone on contact page"
"Dallas Sunrise Maids","Unknown","","(214) 971-1094","Plano","Collin","TX","Residential","https://dallassunrisemaids.com/","No","Phone","","","Family-owned Plano-based house-cleaning company. | Phone on homepage; contact form only, no public email"
"DBM Janitorial Services","Unknown","","(972) 620-9200","Dallas","Dallas","TX","Commercial","https://full-service-janitorial.com/","No","Phone","","","Locally owned DFW janitorial company operating since 1975. | Dallas office phone on contact page; quote form, no public email"
"DFW Janitorial Solutions LLC","Unknown","","(972) 850-2890","Dallas","Dallas","TX","Commercial","https://dfwjanitorialsolutions.com/","No","Phone","","","Locally family-owned commercial cleaner; explicitly not a franchise. | Phone on homepage; estimate form, no public email"
"Dust Bunnies Inc.","Unknown","dfwdustbunny@gmail.com","(972) 254-8858","Lewisville","Denton","TX","Residential","https://dustbunniesinc.net/","Yes","Email","Running a cleaning company in Lewisville — 2-minute ask","Hi there,

I know your inbox is full, so I'll keep this short.

I'm Chris Kendig with Clean Scheduler. We're building scheduling software specifically for residential and commercial cleaning companies — crew schedules, quotes, payments, the day-to-day stuff that usually lives in texts, spreadsheets, and sticky notes. I'm reaching out to owner-operated shops in Lewisville and Denton County because I want real feedback from people who actually run the routes, not a focus group.

I noticed independent residential cleaning company operating since 1988 — that kind of local operation is exactly who we're trying to learn from.

Would you be open to trying Clean Scheduler for a short stretch and telling me what works and what doesn't? No pitch deck, no hard sell — just your honest take. If after that you decide to stick with it, I'll lock in 10% off your subscription for life on any plan. That offer is my way of saying thank you for the time and the feedback.

If now's a bad time, a one-line ""not interested"" is totally fine. If you're curious, reply to this email or call/text me at (630) 335-7492 and I'll get you set up.","Independent residential cleaning company operating since 1988. | Email and phone on contact page"
"Emily's Maids of Dallas","Emily","service@emilysmaids.com","(214) 556-6243","Dallas","Dallas","TX","Residential","https://emilysmaids.com/","Yes","Email","Quick question for Emily's Maids of Dallas","Hi Emily,

I know your inbox is full, so I'll keep this short.

I'm Chris Kendig with Clean Scheduler. We're building scheduling software specifically for residential and commercial cleaning companies — crew schedules, quotes, payments, the day-to-day stuff that usually lives in texts, spreadsheets, and sticky notes. I'm reaching out to owner-operated shops in Dallas and Dallas County because I want real feedback from people who actually run the routes, not a focus group.

I noticed family-owned local maid service operating for over 15 years — that kind of local operation is exactly who we're trying to learn from.

Would you be open to trying Clean Scheduler for a short stretch and telling me what works and what doesn't? No pitch deck, no hard sell — just your honest take. If after that you decide to stick with it, I'll lock in 10% off your subscription for life on any plan. That offer is my way of saying thank you for the time and the feedback.

If now's a bad time, a one-line ""not interested"" is totally fine. If you're curious, reply to this email or call/text me at (630) 335-7492 and I'll get you set up.","Family-owned local maid service operating for over 15 years. | Email and phone on contact page"
"Flor Garcia Cleaning LLC","Flor","","(469) 733-5776","Dallas","Dallas","TX","Both","https://florgarciacleaningllc.com/","No","Phone","","","Owner-operated by Flor E. Del Rio. | Homepage/footer lists phone and owner; no public email on site."
"Frisco Brothers Janitorial Service","Mark","","(214) 618-0816","Frisco","Collin","TX","Commercial","https://www.friscojanitorial.com/","No","Phone","","","Hands-on family owners Mark and Sandra McGlothlin; not a franchise. | About/contact pages name Mark as owner; phone listed, contact form but no public email."
"God Is Love Cleaning Company LLC","Unknown","hello@godislovecleaning.com","(214) 753-7022","Plano","Collin","TX","Both","https://godislovecleaning.com/","Yes","Email","Quick question for God Is Love Cleaning Company LLC","Hi there,

I know your inbox is full, so I'll keep this short.

I'm Chris Kendig with Clean Scheduler. We're building scheduling software specifically for residential and commercial cleaning companies — crew schedules, quotes, payments, the day-to-day stuff that usually lives in texts, spreadsheets, and sticky notes. I'm reaching out to owner-operated shops in Plano and Collin County because I want real feedback from people who actually run the routes, not a focus group.

I noticed local family-driven Plano company; explicitly not a franchise — that kind of local operation is exactly who we're trying to learn from.

Would you be open to trying Clean Scheduler for a short stretch and telling me what works and what doesn't? No pitch deck, no hard sell — just your honest take. If after that you decide to stick with it, I'll lock in 10% off your subscription for life on any plan. That offer is my way of saying thank you for the time and the feedback.

If now's a bad time, a one-line ""not interested"" is totally fine. If you're curious, reply to this email or call/text me at (630) 335-7492 and I'll get you set up.","Local family-driven Plano company; explicitly not a franchise. | Contact page lists Sales email and phone; About page does not name founder."
"House Hug Cleaners","Unknown","","(469) 702-9632","Frisco","Collin","TX","Residential","https://househugcleaners.com/","No","Phone","","","Family-owned Frisco house-cleaning service. | Primary domain hijacked; phone from deepcleaningfrisco.com and househugcleaners.com service page via search. No public email."
"Howdy Home Cleaning","Unknown","info@howdy.cleaning","(469) 293-1724","Flower Mound","Denton","TX","Residential","https://howdy.cleaning/","Yes","Email","Running a cleaning company in Flower Mound — 2-minute ask","Hi there,

I know your inbox is full, so I'll keep this short.

I'm Chris Kendig with Clean Scheduler. We're building scheduling software specifically for residential and commercial cleaning companies — crew schedules, quotes, payments, the day-to-day stuff that usually lives in texts, spreadsheets, and sticky notes. I'm reaching out to owner-operated shops in Flower Mound and Denton County because I want real feedback from people who actually run the routes, not a focus group.

I noticed locally owned, non-franchise Flower Mound cleaner — that kind of local operation is exactly who we're trying to learn from.

Would you be open to trying Clean Scheduler for a short stretch and telling me what works and what doesn't? No pitch deck, no hard sell — just your honest take. If after that you decide to stick with it, I'll lock in 10% off your subscription for life on any plan. That offer is my way of saying thank you for the time and the feedback.

If now's a bad time, a one-line ""not interested"" is totally fine. If you're curious, reply to this email or call/text me at (630) 335-7492 and I'll get you set up.","Locally owned, non-franchise Flower Mound cleaner. | Contact page footer lists email and phone."
"Howdy Home Co.","Unknown","","(972) 812-9132","Frisco","Collin","TX","Residential","https://howdyhomeco.com/","No","Phone","","","Local North Texas house-cleaning company serving Frisco, Plano and McKinney. | Homepage FAQ lists call/text phone; no public email, online quote tool only."
"Hygiene Maids","Unknown","booking@hygienemaid.com","(469) 935-7031","Dallas","Dallas","TX","Both","https://hygienemaids.com/","Yes","Email","Not a sales pitch — feedback ask for Hygiene Maids","Hi there,

I know your inbox is full, so I'll keep this short.

I'm Chris Kendig with Clean Scheduler. We're building scheduling software specifically for residential and commercial cleaning companies — crew schedules, quotes, payments, the day-to-day stuff that usually lives in texts, spreadsheets, and sticky notes. I'm reaching out to owner-operated shops in Dallas and Dallas County because I want real feedback from people who actually run the routes, not a focus group.

I noticed dFW residential and business cleaning company based in Dallas — that kind of local operation is exactly who we're trying to learn from.

Would you be open to trying Clean Scheduler for a short stretch and telling me what works and what doesn't? No pitch deck, no hard sell — just your honest take. If after that you decide to stick with it, I'll lock in 10% off your subscription for life on any plan. That offer is my way of saying thank you for the time and the feedback.

If now's a bad time, a one-line ""not interested"" is totally fine. If you're curious, reply to this email or call/text me at (630) 335-7492 and I'll get you set up.","DFW residential and business cleaning company based in Dallas. | Email and phone on quote/terms pages; contact page sparse."
"Kiki's House Cleaning","Unknown","","(469) 750-3215","Plano","Collin","TX","Both","https://www.kikishousecleaning.com/","No","Phone","","","Local residential and commercial cleaning service based around Plano. | Homepage contact form and BOOK NOW phone; no public email listed."
"KV Commercial Services","Unknown","info@kvcommercialservices.com","(214) 710-1980","Dallas","Dallas","TX","Commercial","https://www.kvcommercialservices.com/","Yes","Email","Quick question for KV Commercial Services","Hi there,

I know your inbox is full, so I'll keep this short.

I'm Chris Kendig with Clean Scheduler. We're building scheduling software specifically for residential and commercial cleaning companies — crew schedules, quotes, payments, the day-to-day stuff that usually lives in texts, spreadsheets, and sticky notes. I'm reaching out to owner-operated shops in Dallas and Dallas County because I want real feedback from people who actually run the routes, not a focus group.

I noticed dallas women-owned commercial janitorial company — that kind of local operation is exactly who we're trying to learn from.

Would you be open to trying Clean Scheduler for a short stretch and telling me what works and what doesn't? No pitch deck, no hard sell — just your honest take. If after that you decide to stick with it, I'll lock in 10% off your subscription for life on any plan. That offer is my way of saying thank you for the time and the feedback.

If now's a bad time, a one-line ""not interested"" is totally fine. If you're curious, reply to this email or call/text me at (630) 335-7492 and I'll get you set up.","Dallas women-owned commercial janitorial company. | Homepage contact section lists email, phone, and form."
"La Catrina House Cleaning","Unknown","bookings@lacatrinahousecleaning.com","(817) 635-0607","Arlington","Tarrant","TX","Residential","https://lacatrinahousecleaning.com/","Yes","Email","Not a sales pitch — feedback ask for La Catrina House Cleaning","Hi there,

I know your inbox is full, so I'll keep this short.

I'm Chris Kendig with Clean Scheduler. We're building scheduling software specifically for residential and commercial cleaning companies — crew schedules, quotes, payments, the day-to-day stuff that usually lives in texts, spreadsheets, and sticky notes. I'm reaching out to owner-operated shops in Arlington and Tarrant County because I want real feedback from people who actually run the routes, not a focus group.

I noticed locally owned Arlington house-cleaning provider — that kind of local operation is exactly who we're trying to learn from.

Would you be open to trying Clean Scheduler for a short stretch and telling me what works and what doesn't? No pitch deck, no hard sell — just your honest take. If after that you decide to stick with it, I'll lock in 10% off your subscription for life on any plan. That offer is my way of saying thank you for the time and the feedback.

If now's a bad time, a one-line ""not interested"" is totally fine. If you're curious, reply to this email or call/text me at (630) 335-7492 and I'll get you set up.","Locally owned Arlington house-cleaning provider. | Contact page lists email and phone."
"Lazy Days Home Services","Unknown","info@lazydayshome.com","(817) 277-7387","Arlington","Tarrant","TX","Residential","https://lazydayshome.com/","Yes","Email","Running a cleaning company in Arlington — 2-minute ask","Hi there,

I know your inbox is full, so I'll keep this short.

I'm Chris Kendig with Clean Scheduler. We're building scheduling software specifically for residential and commercial cleaning companies — crew schedules, quotes, payments, the day-to-day stuff that usually lives in texts, spreadsheets, and sticky notes. I'm reaching out to owner-operated shops in Arlington and Tarrant County because I want real feedback from people who actually run the routes, not a focus group.

I noticed local house-cleaning service covering Arlington and nearby DFW cities — that kind of local operation is exactly who we're trying to learn from.

Would you be open to trying Clean Scheduler for a short stretch and telling me what works and what doesn't? No pitch deck, no hard sell — just your honest take. If after that you decide to stick with it, I'll lock in 10% off your subscription for life on any plan. That offer is my way of saying thank you for the time and the feedback.

If now's a bad time, a one-line ""not interested"" is totally fine. If you're curious, reply to this email or call/text me at (630) 335-7492 and I'll get you set up.","Local house-cleaning service covering Arlington and nearby DFW cities. | Main site minimal; email and phone from commercialservices.lazydayshome.com contact page."
"Love My Maids","Unknown","sales@lovemymaids.com","(817) 542-0347","Pantego","Tarrant","TX","Residential","https://lovemymaids.com/","Yes","Email","Quick question for Love My Maids","Hi there,

I know your inbox is full, so I'll keep this short.

I'm Chris Kendig with Clean Scheduler. We're building scheduling software specifically for residential and commercial cleaning companies — crew schedules, quotes, payments, the day-to-day stuff that usually lives in texts, spreadsheets, and sticky notes. I'm reaching out to owner-operated shops in Pantego and Tarrant County because I want real feedback from people who actually run the routes, not a focus group.

I noticed veteran-owned, woman-led house-cleaning company serving west DFW — that kind of local operation is exactly who we're trying to learn from.

Would you be open to trying Clean Scheduler for a short stretch and telling me what works and what doesn't? No pitch deck, no hard sell — just your honest take. If after that you decide to stick with it, I'll lock in 10% off your subscription for life on any plan. That offer is my way of saying thank you for the time and the feedback.

If now's a bad time, a one-line ""not interested"" is totally fine. If you're curious, reply to this email or call/text me at (630) 335-7492 and I'll get you set up.","Veteran-owned, woman-led house-cleaning company serving west DFW. | Contact page lists sales email, phone, and quote form."
"Lozano Cleaning Services","Paula","info@lozanocleaningservices.com","(817) 385-9647","Fort Worth","Tarrant","TX","Residential","https://lozanocleaningservices.com/","Yes","Email","Not a sales pitch — feedback ask for Lozano Cleaning Services","Hi Paula,

I know your inbox is full, so I'll keep this short.

I'm Chris Kendig with Clean Scheduler. We're building scheduling software specifically for residential and commercial cleaning companies — crew schedules, quotes, payments, the day-to-day stuff that usually lives in texts, spreadsheets, and sticky notes. I'm reaching out to owner-operated shops in Fort Worth and Tarrant County because I want real feedback from people who actually run the routes, not a focus group.

I noticed founder-led Fort Worth residential cleaning company — that kind of local operation is exactly who we're trying to learn from.

Would you be open to trying Clean Scheduler for a short stretch and telling me what works and what doesn't? No pitch deck, no hard sell — just your honest take. If after that you decide to stick with it, I'll lock in 10% off your subscription for life on any plan. That offer is my way of saying thank you for the time and the feedback.

If now's a bad time, a one-line ""not interested"" is totally fine. If you're curious, reply to this email or call/text me at (630) 335-7492 and I'll get you set up.","Founder-led Fort Worth residential cleaning company. | Homepage names Paula as founder; contact page lists email and phone."
"MaidPro Flower Mound","Marina","flowermound.tx@maidpro.com","(972) 791-8358","Flower Mound","Denton","TX","Both","https://www.maidpro.com/flower-mound","Yes","Email","Running a cleaning company in Flower Mound — 2-minute ask","Hi Marina,

I know your inbox is full, so I'll keep this short.

I'm Chris Kendig with Clean Scheduler. We're building scheduling software specifically for residential and commercial cleaning companies — crew schedules, quotes, payments, the day-to-day stuff that usually lives in texts, spreadsheets, and sticky notes. I'm reaching out to owner-operated shops in Flower Mound and Denton County because I want real feedback from people who actually run the routes, not a focus group.

I noticed locally owned franchise operated by Marina Ward — that kind of local operation is exactly who we're trying to learn from.

Would you be open to trying Clean Scheduler for a short stretch and telling me what works and what doesn't? No pitch deck, no hard sell — just your honest take. If after that you decide to stick with it, I'll lock in 10% off your subscription for life on any plan. That offer is my way of saying thank you for the time and the feedback.

If now's a bad time, a one-line ""not interested"" is totally fine. If you're curious, reply to this email or call/text me at (630) 335-7492 and I'll get you set up.","Locally owned franchise operated by Marina Ward. | MaidPro Flower Mound page names Marina Ward as local owner; email/phone from MaidPro Lewisville contact."
"McClain & Co. Services","Katy","kmcclain003@gmail.com","(940) 224-1943","Fort Worth","Tarrant","TX","Residential","https://www.mcclainpropertyservices.net/","Yes","Email","Quick question for McClain & Co. Services","Hi Katy,

I know your inbox is full, so I'll keep this short.

I'm Chris Kendig with Clean Scheduler. We're building scheduling software specifically for residential and commercial cleaning companies — crew schedules, quotes, payments, the day-to-day stuff that usually lives in texts, spreadsheets, and sticky notes. I'm reaching out to owner-operated shops in Fort Worth and Tarrant County because I want real feedback from people who actually run the routes, not a focus group.

I noticed locally owned Fort Worth house-cleaning company — that kind of local operation is exactly who we're trying to learn from.

Would you be open to trying Clean Scheduler for a short stretch and telling me what works and what doesn't? No pitch deck, no hard sell — just your honest take. If after that you decide to stick with it, I'll lock in 10% off your subscription for life on any plan. That offer is my way of saying thank you for the time and the feedback.

If now's a bad time, a one-line ""not interested"" is totally fine. If you're curious, reply to this email or call/text me at (630) 335-7492 and I'll get you set up.","Locally owned Fort Worth house-cleaning company. | Homepage contact section lists Katy McClain as owner, email, and phone."
"Mercedes House Cleaning","Unknown","mercedeshousecleaningllc@gmail.com","(469) 968-3183","Dallas","Dallas","TX","Both","https://mercedeshousecleaning.com/","Yes","Email","Not a sales pitch — feedback ask for Mercedes House Cleaning","Hi there,

I know your inbox is full, so I'll keep this short.

I'm Chris Kendig with Clean Scheduler. We're building scheduling software specifically for residential and commercial cleaning companies — crew schedules, quotes, payments, the day-to-day stuff that usually lives in texts, spreadsheets, and sticky notes. I'm reaching out to owner-operated shops in Dallas and Dallas County because I want real feedback from people who actually run the routes, not a focus group.

I noticed family-owned Dallas residential and commercial cleaner — that kind of local operation is exactly who we're trying to learn from.

Would you be open to trying Clean Scheduler for a short stretch and telling me what works and what doesn't? No pitch deck, no hard sell — just your honest take. If after that you decide to stick with it, I'll lock in 10% off your subscription for life on any plan. That offer is my way of saying thank you for the time and the feedback.

If now's a bad time, a one-line ""not interested"" is totally fine. If you're curious, reply to this email or call/text me at (630) 335-7492 and I'll get you set up.","Family-owned Dallas residential and commercial cleaner. | Contact page lists email and phone; family-owned per site copy."
"Miner & Sons Janitorial","James","","(817) 975-3267","Fort Worth","Tarrant","TX","Commercial","https://minerandsons.com/","No","Phone","","","Family-owned Fort Worth janitorial service led by James Miner. | Homepage names James Miner; phone from directory listing, site has quote form but no public email."
"Miracle Cleaning Pros","Unknown","support@miraclecleaningpros.com","(972) 736-5482","Plano","Collin","TX","Both","https://miraclecleaningpros.com/","Yes","Email","Quick question for Miracle Cleaning Pros","Hi there,

I know your inbox is full, so I'll keep this short.

I'm Chris Kendig with Clean Scheduler. We're building scheduling software specifically for residential and commercial cleaning companies — crew schedules, quotes, payments, the day-to-day stuff that usually lives in texts, spreadsheets, and sticky notes. I'm reaching out to owner-operated shops in Plano and Collin County because I want real feedback from people who actually run the routes, not a focus group.

I noticed texas-based family cleaning company serving Plano and Frisco — that kind of local operation is exactly who we're trying to learn from.

Would you be open to trying Clean Scheduler for a short stretch and telling me what works and what doesn't? No pitch deck, no hard sell — just your honest take. If after that you decide to stick with it, I'll lock in 10% off your subscription for life on any plan. That offer is my way of saying thank you for the time and the feedback.

If now's a bad time, a one-line ""not interested"" is totally fine. If you're curious, reply to this email or call/text me at (630) 335-7492 and I'll get you set up.","Texas-based family cleaning company serving Plano and Frisco. | Email and phones on homepage footer"
