"Business Name","Owner Name","Email","Phone","City","County","State","Type","Website","Has Email","Outreach Channel","Subject","Body","Notes"
"City Wide Jani Inc.","Calenthia","","(773) 643-7000","Chicago","Cook","IL","Commercial","https://citywidejani.com/","No","Phone","","","Founder-led minority- and woman-owned Chicago commercial cleaner. | Calenthia Torrence-Harper named as founder/CEO on About; phone on homepage, quote form only"
"Clean Right / Office Cleaning Services Inc.","Unknown","","","Wheaton","DuPage","IL","Commercial","https://cleanright.us/","No","Website form","","","Family-owned and operated DuPage County janitorial business. | Contact page online form only; no public email or phone on homepage or contact"
"Clove Cleaning","Unknown","info@clovecleaning.com","(630) 686-7226","Batavia","Kane","IL","Residential","https://clovecleaning.com/","Yes","Email","Running a cleaning company in Batavia — 2-minute ask","Hi there,

I know your inbox is full, so I'll keep this short.

I'm Chris Kendig with Clean Scheduler. We're building scheduling software specifically for residential and commercial cleaning companies — crew schedules, quotes, payments, the day-to-day stuff that usually lives in texts, spreadsheets, and sticky notes. I'm reaching out to owner-operated shops in Batavia and Kane County because I want real feedback from people who actually run the routes, not a focus group.

I noticed local eco-friendly cleaner serving Fox Valley and north suburban communities — that kind of local operation is exactly who we're trying to learn from.

Would you be open to trying Clean Scheduler for a short stretch and telling me what works and what doesn't? No pitch deck, no hard sell — just your honest take. If after that you decide to stick with it, I'll lock in 10% off your subscription for life on any plan. That offer is my way of saying thank you for the time and the feedback.

If now's a bad time, a one-line ""not interested"" is totally fine. If you're curious, reply to this email or call/text me at (630) 335-7492 and I'll get you set up.","Local eco-friendly cleaner serving Fox Valley and north suburban communities. | Email and phone on homepage footer"
"Commercial Cleaning Systems of Chicago","Unknown","mm.cleaninc@gmail.com","(630) 202-7343","Gurnee","Lake","IL","Commercial","https://www.commercialcleaningsystemsofchicago.com/","Yes","Email","Quick question for Commercial Cleaning Systems of Chicago","Hi there,

I know your inbox is full, so I'll keep this short.

I'm Chris Kendig with Clean Scheduler. We're building scheduling software specifically for residential and commercial cleaning companies — crew schedules, quotes, payments, the day-to-day stuff that usually lives in texts, spreadsheets, and sticky notes. I'm reaching out to owner-operated shops in Gurnee and Lake County because I want real feedback from people who actually run the routes, not a focus group.

I noticed family-owned, locally operated and explicitly not a franchise — that kind of local operation is exactly who we're trying to learn from.

Would you be open to trying Clean Scheduler for a short stretch and telling me what works and what doesn't? No pitch deck, no hard sell — just your honest take. If after that you decide to stick with it, I'll lock in 10% off your subscription for life on any plan. That offer is my way of saying thank you for the time and the feedback.

If now's a bad time, a one-line ""not interested"" is totally fine. If you're curious, reply to this email or call/text me at (630) 335-7492 and I'll get you set up.","Family-owned, locally operated and explicitly not a franchise. | Email and phone published on homepage and footer"
"D&V Maintenance Corp","Unknown","viktor@dvmaintenance.com","(773) 815-3007","Chicago","Cook","IL","Commercial","https://www.dvmaintenancecorp.com/","Yes","Email","Not a sales pitch — feedback ask for D&V Maintenance Corp","Hi there,

I know your inbox is full, so I'll keep this short.

I'm Chris Kendig with Clean Scheduler. We're building scheduling software specifically for residential and commercial cleaning companies — crew schedules, quotes, payments, the day-to-day stuff that usually lives in texts, spreadsheets, and sticky notes. I'm reaching out to owner-operated shops in Chicago and Cook County because I want real feedback from people who actually run the routes, not a focus group.

I noticed locally rooted, women-owned commercial cleaning business — that kind of local operation is exactly who we're trying to learn from.

Would you be open to trying Clean Scheduler for a short stretch and telling me what works and what doesn't? No pitch deck, no hard sell — just your honest take. If after that you decide to stick with it, I'll lock in 10% off your subscription for life on any plan. That offer is my way of saying thank you for the time and the feedback.

If now's a bad time, a one-line ""not interested"" is totally fine. If you're curious, reply to this email or call/text me at (630) 335-7492 and I'll get you set up.","Locally rooted, women-owned commercial cleaning business. | Email and phone in contact section footer"
"D-One Cleaning Services","Unknown","booking@d-onecleaning.org","(773) 814-6877","Chicago","Cook","IL","Both","https://d-onecleaning.org/","Yes","Email","Running a cleaning company in Chicago — 2-minute ask","Hi there,

I know your inbox is full, so I'll keep this short.

I'm Chris Kendig with Clean Scheduler. We're building scheduling software specifically for residential and commercial cleaning companies — crew schedules, quotes, payments, the day-to-day stuff that usually lives in texts, spreadsheets, and sticky notes. I'm reaching out to owner-operated shops in Chicago and Cook County because I want real feedback from people who actually run the routes, not a focus group.

I noticed locally owned residential and commercial cleaning provider — that kind of local operation is exactly who we're trying to learn from.

Would you be open to trying Clean Scheduler for a short stretch and telling me what works and what doesn't? No pitch deck, no hard sell — just your honest take. If after that you decide to stick with it, I'll lock in 10% off your subscription for life on any plan. That offer is my way of saying thank you for the time and the feedback.

If now's a bad time, a one-line ""not interested"" is totally fine. If you're curious, reply to this email or call/text me at (630) 335-7492 and I'll get you set up.","Locally owned residential and commercial cleaning provider. | Booking email and hotline phone on homepage footer"
"DSM Cleaning Solutions","Unknown","","(815) 246-2113","Romeoville","Will","IL","Residential","https://www.dsmcleaningsolutions.com/","No","Phone","","","Family-owned local company serving Romeoville and Joliet. | Phone on homepage and contact; online booking form, no public email"
"DuKane Contract Services Inc.","Unknown","dreams@dukaneservices.com","(630) 761-9056","Batavia","Kane","IL","Commercial","https://www.dukaneservices.com/","Yes","Email","Not a sales pitch — feedback ask for DuKane Contract Services Inc.","Hi there,

I know your inbox is full, so I'll keep this short.

I'm Chris Kendig with Clean Scheduler. We're building scheduling software specifically for residential and commercial cleaning companies — crew schedules, quotes, payments, the day-to-day stuff that usually lives in texts, spreadsheets, and sticky notes. I'm reaching out to owner-operated shops in Batavia and Kane County because I want real feedback from people who actually run the routes, not a focus group.

I noticed local family-owned Fox Valley commercial cleaning company — that kind of local operation is exactly who we're trying to learn from.

Would you be open to trying Clean Scheduler for a short stretch and telling me what works and what doesn't? No pitch deck, no hard sell — just your honest take. If after that you decide to stick with it, I'll lock in 10% off your subscription for life on any plan. That offer is my way of saying thank you for the time and the feedback.

If now's a bad time, a one-line ""not interested"" is totally fine. If you're curious, reply to this email or call/text me at (630) 335-7492 and I'll get you set up.","Local family-owned Fox Valley commercial cleaning company. | Email and Batavia-area phone on homepage, contact page, and about-us footer; family-owned per about page"
"Elite Detailed Cleaning","Unknown","info@elitedetailedcleaning.com","(872) 239-1113","Chicago","Cook","IL","Both","https://elitedetailedcleaning.com/","Yes","Email","Running a cleaning company in Chicago — 2-minute ask","Hi there,

I know your inbox is full, so I'll keep this short.

I'm Chris Kendig with Clean Scheduler. We're building scheduling software specifically for residential and commercial cleaning companies — crew schedules, quotes, payments, the day-to-day stuff that usually lives in texts, spreadsheets, and sticky notes. I'm reaching out to owner-operated shops in Chicago and Cook County because I want real feedback from people who actually run the routes, not a focus group.

I noticed local family-owned residential and commercial cleaning company — that kind of local operation is exactly who we're trying to learn from.

Would you be open to trying Clean Scheduler for a short stretch and telling me what works and what doesn't? No pitch deck, no hard sell — just your honest take. If after that you decide to stick with it, I'll lock in 10% off your subscription for life on any plan. That offer is my way of saying thank you for the time and the feedback.

If now's a bad time, a one-line ""not interested"" is totally fine. If you're curious, reply to this email or call/text me at (630) 335-7492 and I'll get you set up.","Local family-owned residential and commercial cleaning company. | Email and Chicago phone on homepage and about page footer"
"Evanston Cleaning Company","Unknown","evanstoncleaningco@gmail.com","(847) 440-1423","Evanston","Cook","IL","Both","https://evanstoncleaningcompany.com/","Yes","Email","Quick question for Evanston Cleaning Company","Hi there,

I know your inbox is full, so I'll keep this short.

I'm Chris Kendig with Clean Scheduler. We're building scheduling software specifically for residential and commercial cleaning companies — crew schedules, quotes, payments, the day-to-day stuff that usually lives in texts, spreadsheets, and sticky notes. I'm reaching out to owner-operated shops in Evanston and Cook County because I want real feedback from people who actually run the routes, not a focus group.

I noticed locally owned Evanston residential and commercial cleaning company — that kind of local operation is exactly who we're trying to learn from.

Would you be open to trying Clean Scheduler for a short stretch and telling me what works and what doesn't? No pitch deck, no hard sell — just your honest take. If after that you decide to stick with it, I'll lock in 10% off your subscription for life on any plan. That offer is my way of saying thank you for the time and the feedback.

If now's a bad time, a one-line ""not interested"" is totally fine. If you're curious, reply to this email or call/text me at (630) 335-7492 and I'll get you set up.","Locally owned Evanston residential and commercial cleaning company. | Gmail and Evanston phone on homepage footer; locally owned per site copy"
"Express Clean","Unknown","","(630) 425-0210","Chicago","Cook","IL","Both","https://expresscleanco.com/","No","Phone","","","Local company serving Chicago, Aurora and Naperville for over ten years. | Phone on homepage and contact-us page; contact form present but no public email found"
"Happy Maids","Unknown","mail@happymaids.com","(847) 382-0082","Barrington","Cook","IL","Residential","https://happymaids.com/","Yes","Email","Running a cleaning company in Barrington — 2-minute ask","Hi there,

I know your inbox is full, so I'll keep this short.

I'm Chris Kendig with Clean Scheduler. We're building scheduling software specifically for residential and commercial cleaning companies — crew schedules, quotes, payments, the day-to-day stuff that usually lives in texts, spreadsheets, and sticky notes. I'm reaching out to owner-operated shops in Barrington and Cook County because I want real feedback from people who actually run the routes, not a focus group.

I noticed locally owned family-run cleaner serving northwest suburbs since 1985 — that kind of local operation is exactly who we're trying to learn from.

Would you be open to trying Clean Scheduler for a short stretch and telling me what works and what doesn't? No pitch deck, no hard sell — just your honest take. If after that you decide to stick with it, I'll lock in 10% off your subscription for life on any plan. That offer is my way of saying thank you for the time and the feedback.

If now's a bad time, a one-line ""not interested"" is totally fine. If you're curious, reply to this email or call/text me at (630) 335-7492 and I'll get you set up.","Locally owned family-run cleaner serving northwest suburbs since 1985. | Email and Barrington-area phone on about and contact-us pages; family owned per footer"
"Helping Hands Cleaning Services","Unknown","info@helpinghandsmaidservices.com","(630) 530-1324","Elmhurst","DuPage","IL","Residential","https://helpinghandscleaningservices.com/","Yes","Email","Quick question for Helping Hands Cleaning Services","Hi there,

I know your inbox is full, so I'll keep this short.

I'm Chris Kendig with Clean Scheduler. We're building scheduling software specifically for residential and commercial cleaning companies — crew schedules, quotes, payments, the day-to-day stuff that usually lives in texts, spreadsheets, and sticky notes. I'm reaching out to owner-operated shops in Elmhurst and DuPage County because I want real feedback from people who actually run the routes, not a focus group.

I noticed locally owned western-suburbs cleaner operating since 2001 — that kind of local operation is exactly who we're trying to learn from.

Would you be open to trying Clean Scheduler for a short stretch and telling me what works and what doesn't? No pitch deck, no hard sell — just your honest take. If after that you decide to stick with it, I'll lock in 10% off your subscription for life on any plan. That offer is my way of saying thank you for the time and the feedback.

If now's a bad time, a one-line ""not interested"" is totally fine. If you're curious, reply to this email or call/text me at (630) 335-7492 and I'll get you set up.","Locally owned western-suburbs cleaner operating since 2001. | Email and Elmhurst phone on about and contact-us pages; locally owned since 2001 per about copy"
"Honor Cleaning Service LLC","Unknown","hcsllc8@gmail.com","(219) 314-3752","Gary","Lake","IN","Both","https://www.honorcleaningservice.com/","Yes","Email","Not a sales pitch — feedback ask for Honor Cleaning Service LLC","Hi there,

I know your inbox is full, so I'll keep this short.

I'm Chris Kendig with Clean Scheduler. We're building scheduling software specifically for residential and commercial cleaning companies — crew schedules, quotes, payments, the day-to-day stuff that usually lives in texts, spreadsheets, and sticky notes. I'm reaching out to owner-operated shops in Gary and Lake County because I want real feedback from people who actually run the routes, not a focus group.

I noticed locally owned Gary cleaner serving Northwest Indiana and Chicagoland — that kind of local operation is exactly who we're trying to learn from.

Would you be open to trying Clean Scheduler for a short stretch and telling me what works and what doesn't? No pitch deck, no hard sell — just your honest take. If after that you decide to stick with it, I'll lock in 10% off your subscription for life on any plan. That offer is my way of saying thank you for the time and the feedback.

If now's a bad time, a one-line ""not interested"" is totally fine. If you're curious, reply to this email or call/text me at (630) 335-7492 and I'll get you set up.","Locally owned Gary cleaner serving Northwest Indiana and Chicagoland. | Gmail and Gary-area phone on homepage and footer tel links; contact form also available"
"JPS Commercial Cleaning","Unknown","info@jpscommercialcleaning.com","(630) 724-7846","Chicago","Cook","IL","Commercial","https://jpscommercialcleaning.com/","Yes","Email","Running a cleaning company in Chicago — 2-minute ask","Hi there,

I know your inbox is full, so I'll keep this short.

I'm Chris Kendig with Clean Scheduler. We're building scheduling software specifically for residential and commercial cleaning companies — crew schedules, quotes, payments, the day-to-day stuff that usually lives in texts, spreadsheets, and sticky notes. I'm reaching out to owner-operated shops in Chicago and Cook County because I want real feedback from people who actually run the routes, not a focus group.

I noticed family-owned commercial and janitorial cleaning company — that kind of local operation is exactly who we're trying to learn from.

Would you be open to trying Clean Scheduler for a short stretch and telling me what works and what doesn't? No pitch deck, no hard sell — just your honest take. If after that you decide to stick with it, I'll lock in 10% off your subscription for life on any plan. That offer is my way of saying thank you for the time and the feedback.

If now's a bad time, a one-line ""not interested"" is totally fine. If you're curious, reply to this email or call/text me at (630) 335-7492 and I'll get you set up.","Family-owned commercial and janitorial cleaning company. | Email and phone on homepage and contact page; family-owned commercial cleaner per site copy"
"Kingdom Cleaning Services","Unknown","support@kingdomcleans.com","(877) 455-7603","Gary","Lake","IN","Commercial","https://kingdomcleans.com/","Yes","Email","Quick question for Kingdom Cleaning Services","Hi there,

I know your inbox is full, so I'll keep this short.

I'm Chris Kendig with Clean Scheduler. We're building scheduling software specifically for residential and commercial cleaning companies — crew schedules, quotes, payments, the day-to-day stuff that usually lives in texts, spreadsheets, and sticky notes. I'm reaching out to owner-operated shops in Gary and Lake County because I want real feedback from people who actually run the routes, not a focus group.

I noticed woman-owned commercial cleaner serving Chicago and Northwest Indiana — that kind of local operation is exactly who we're trying to learn from.

Would you be open to trying Clean Scheduler for a short stretch and telling me what works and what doesn't? No pitch deck, no hard sell — just your honest take. If after that you decide to stick with it, I'll lock in 10% off your subscription for life on any plan. That offer is my way of saying thank you for the time and the feedback.

If now's a bad time, a one-line ""not interested"" is totally fine. If you're curious, reply to this email or call/text me at (630) 335-7492 and I'll get you set up.","Woman-owned commercial cleaner serving Chicago and Northwest Indiana. | Email and toll-free phone on homepage and about page footer; woman-owned per site copy"
"Lajas Cleaning Services","John","lajascleaningservices@gmail.com","(815) 325-2365","Joliet","Will","IL","Both","https://lajascleaningservices.com/","Yes","Email","Not a sales pitch — feedback ask for Lajas Cleaning Services","Hi John,

I know your inbox is full, so I'll keep this short.

I'm Chris Kendig with Clean Scheduler. We're building scheduling software specifically for residential and commercial cleaning companies — crew schedules, quotes, payments, the day-to-day stuff that usually lives in texts, spreadsheets, and sticky notes. I'm reaching out to owner-operated shops in Joliet and Will County because I want real feedback from people who actually run the routes, not a focus group.

I noticed local home and office cleaning company established in 2008 — that kind of local operation is exactly who we're trying to learn from.

Would you be open to trying Clean Scheduler for a short stretch and telling me what works and what doesn't? No pitch deck, no hard sell — just your honest take. If after that you decide to stick with it, I'll lock in 10% off your subscription for life on any plan. That offer is my way of saying thank you for the time and the feedback.

If now's a bad time, a one-line ""not interested"" is totally fine. If you're curious, reply to this email or call/text me at (630) 335-7492 and I'll get you set up.","Local home and office cleaning company established in 2008. | Gmail and Joliet-area phone on homepage footer; owner John M. listed on Meet the Owners section"
"Lake City Janitorial","Unknown","","(847) 414-9906","Chicago","Cook","IL","Commercial","https://www.lakecityjanitorial.com/","No","Phone","","","Family-owned Chicagoland commercial cleaner with 25-plus years of experience. | Phone on homepage, about, and contact-us pages; contact form present but no public email found"
"M&M Pro Cleaning","Unknown","info@mandmprocleaning.com","(773) 691-9389","Chicago","Cook","IL","Both","https://www.mandmprocleaning.com/","Yes","Email","Not a sales pitch — feedback ask for M&M Pro Cleaning","Hi there,

I know your inbox is full, so I'll keep this short.

I'm Chris Kendig with Clean Scheduler. We're building scheduling software specifically for residential and commercial cleaning companies — crew schedules, quotes, payments, the day-to-day stuff that usually lives in texts, spreadsheets, and sticky notes. I'm reaching out to owner-operated shops in Chicago and Cook County because I want real feedback from people who actually run the routes, not a focus group.

I noticed local family-owned home and commercial cleaning service — that kind of local operation is exactly who we're trying to learn from.

Would you be open to trying Clean Scheduler for a short stretch and telling me what works and what doesn't? No pitch deck, no hard sell — just your honest take. If after that you decide to stick with it, I'll lock in 10% off your subscription for life on any plan. That offer is my way of saying thank you for the time and the feedback.

If now's a bad time, a one-line ""not interested"" is totally fine. If you're curious, reply to this email or call/text me at (630) 335-7492 and I'll get you set up.","Local family-owned home and commercial cleaning service. | Email and Chicago phone on homepage, contact, and about pages; family-owned per about copy"
"Magic Fresh Cleaning","Josh","josh@magicfresh.cleaning","(708) 378-7367","Romeoville","Will","IL","Both","https://magicfresh.cleaning/","Yes","Email","Running a cleaning company in Romeoville — 2-minute ask","Hi Josh,

I know your inbox is full, so I'll keep this short.

I'm Chris Kendig with Clean Scheduler. We're building scheduling software specifically for residential and commercial cleaning companies — crew schedules, quotes, payments, the day-to-day stuff that usually lives in texts, spreadsheets, and sticky notes. I'm reaching out to owner-operated shops in Romeoville and Will County because I want real feedback from people who actually run the routes, not a focus group.

I noticed locally owned company serving homes and offices across southwest Chicagoland — that kind of local operation is exactly who we're trying to learn from.

Would you be open to trying Clean Scheduler for a short stretch and telling me what works and what doesn't? No pitch deck, no hard sell — just your honest take. If after that you decide to stick with it, I'll lock in 10% off your subscription for life on any plan. That offer is my way of saying thank you for the time and the feedback.

If now's a bad time, a one-line ""not interested"" is totally fine. If you're curious, reply to this email or call/text me at (630) 335-7492 and I'll get you set up.","Locally owned company serving homes and offices across southwest Chicagoland. | Owner Josh listed in homepage schema; email and Romeoville-area phone on homepage footer"
"MaidPro Evanston","Peter","evanston.il@maidpro.com","(847) 869-2005","Evanston","Cook","IL","Residential","https://www.maidpro.com/evanston","Yes","Email","Quick question for MaidPro Evanston","Hi Peter,

I know your inbox is full, so I'll keep this short.

I'm Chris Kendig with Clean Scheduler. We're building scheduling software specifically for residential and commercial cleaning companies — crew schedules, quotes, payments, the day-to-day stuff that usually lives in texts, spreadsheets, and sticky notes. I'm reaching out to owner-operated shops in Evanston and Cook County because I want real feedback from people who actually run the routes, not a focus group.

I noticed locally operated franchise founded by Evanston resident Peter Goff — that kind of local operation is exactly who we're trying to learn from.

Would you be open to trying Clean Scheduler for a short stretch and telling me what works and what doesn't? No pitch deck, no hard sell — just your honest take. If after that you decide to stick with it, I'll lock in 10% off your subscription for life on any plan. That offer is my way of saying thank you for the time and the feedback.

If now's a bad time, a one-line ""not interested"" is totally fine. If you're curious, reply to this email or call/text me at (630) 335-7492 and I'll get you set up.","Locally operated franchise founded by Evanston resident Peter Goff. | Founded by Peter Goff per about copy; email and Evanston phone on location contact footer"
"Naperville Clean","Unknown","","(630) 687-8701","Naperville","DuPage","IL","Residential","https://napervilleclean.com/","No","Phone","","","Locally owned residential cleaning company serving Naperville. | Naperville phone on homepage, about, and contact pages; contact form present but no public email found"
"Naperville Janitors","Michael","info@napervillejanitors.com","(847) 469-9527","Naperville","DuPage","IL","Commercial","https://napervillejanitors.com/","Yes","Email","Running a cleaning company in Naperville — 2-minute ask","Hi Michael,

I know your inbox is full, so I'll keep this short.

I'm Chris Kendig with Clean Scheduler. We're building scheduling software specifically for residential and commercial cleaning companies — crew schedules, quotes, payments, the day-to-day stuff that usually lives in texts, spreadsheets, and sticky notes. I'm reaching out to owner-operated shops in Naperville and DuPage County because I want real feedback from people who actually run the routes, not a focus group.

I noticed family-owned, locally operated commercial cleaner founded in Naperville — that kind of local operation is exactly who we're trying to learn from.

Would you be open to trying Clean Scheduler for a short stretch and telling me what works and what doesn't? No pitch deck, no hard sell — just your honest take. If after that you decide to stick with it, I'll lock in 10% off your subscription for life on any plan. That offer is my way of saying thank you for the time and the feedback.

If now's a bad time, a one-line ""not interested"" is totally fine. If you're curious, reply to this email or call/text me at (630) 335-7492 and I'll get you set up.","Family-owned, locally operated commercial cleaner founded in Naperville. | Email and phone on homepage and contact page; Michael Johnson listed as Founder and CEO on about page"
"Neat N Tidy","Unknown","","(872) 324-2688","Chicago","Cook","IL","Residential","https://chicagoilhousecleaning.com/","No","Phone","","","Local Greater Chicago house-cleaning company serving numerous suburbs. | Header, footer, and schema.org list phone; quote forms only with no public email"
